,hr_v,hr_ml,hr_ap,%det_v,%det_ml,%det_ap,sex_m1_f2,age,heigth,weigth,age_onset,duration_years,onset_1early_49_2_middle_50-69_3late_70_,ledd,postural_alteration_1si2no,falls_last_year_1si_2no,updrs-ii,updrs-iii,h-y,tilt,obliquity,rotation,stance,swing,double_support,single_support,stride_length,cadence,gait_speed,stipsi_1si_2no,iposmia_1si_2no,disturbo_sonno_rem_1si_2no,depressione_1si_2no,mesi_osservati,anni_osservati,cadute_con_frattura,sex_m1_f2_code,postural_alteration_1si2no_code,falls_last_year_1si_2no_code,stipsi_1si_2no_code,iposmia_1si_2no_code,disturbo_sonno_rem_1si_2no_code,depressione_1si_2no_code,total_falls,falls_month_rate,falls_year_rate,fallers_1_nonfaller_0,recurrent_fallers1_nonfallers_occasional0
swing,-0.07832608845103084,0.02265533804274553,-0.14929447529516257,0.04371398852729992,0.12217237114666465,0.029092769064886403,-0.06754649170414083,-0.31018662438073935,0.13481583334574287,0.25165875893425005,-0.25877524293793214,0.013210051640379646,-0.26110174813715326,-0.0338509393562696,-0.03823992302136955,0.2599587626440052,0.09421777239071055,0.08874966226602302,-0.08020120166936771,-0.020521753919647764,0.010048182630831248,0.20032169895511562,-0.9947685891796654,1.0,-0.9086411525238187,-0.059628188351531886,-0.009613163036879695,0.10975741878820243,-0.006549072966101662,0.009286976355093315,-0.019919292186669667,0.03854250559713206,-0.03745446931407916,-0.05421692412621175,-0.054216924126211735,-0.13796542829400116,-0.06494896188720045,-0.033363583988126826,0.2595627578550484,0.0004193359129147452,-0.025247363158782933,0.037330506574900425,-0.03738420713458696,0.11374221258177904,0.11087781503617308,0.11087781503617308,-0.0980489657887577,0.15055513899556863
double_support,0.05466849974897826,-0.010666638236803706,0.15216361617184265,-0.11161491501867304,-0.19855268248474708,-0.10195308087923473,0.13241287304488084,0.266259545941261,-0.12453074246586295,-0.18733608093107224,0.2077416130869651,0.008195212710373432,0.25903066183587303,0.009297222512707662,-0.017609161856160935,-0.27909550764532637,-0.06249529948816781,-0.025289659441385243,0.11508322793364374,0.0010780354498459784,-0.02545156091128908,-0.2314490975086348,0.912206370528816,-0.9086411525238187,1.0,-0.0304741456086656,-0.00822212457236145,-0.10784089487979767,-0.015433690253200082,-0.08512880730179782,0.06931036060928425,-0.11050733605565305,-0.010201935328714475,0.04193015864775492,0.04193015864775491,0.11527054282265871,0.12870200402883333,-0.023422728432810052,-0.2785536260027654,-0.07852385781041796,0.07245599308255228,-0.11047855748642633,-0.012163311541630601,-0.12389036770539154,-0.12253857895628058,-0.12253857895628052,0.16018596069306582,-0.14549715001402633
single_support,0.1069755656430336,0.04003729617472217,-0.065591922165908,0.05667160192246116,0.019573925430571983,0.036622473922628115,-0.07604211907905688,0.04052911379730135,0.12426000738124163,0.06960407701602005,0.07256570243142267,-0.0570722129975953,0.12190664916852,-0.10324134059355919,0.12974934301454236,0.12676657142752887,-0.13231878429540392,-0.1610107195330214,-0.17565271036115415,0.22139708712602402,0.1031317946076337,0.12526981081435754,-0.029471751600695626,-0.059628188351531886,-0.0304741456086656,1.0,0.015446398604613849,-0.060113367582252816,-0.0019765273177938525,0.14493865330831185,0.1362444015211862,-0.07669128996618532,-0.1221880433989176,0.030885478294503128,0.030885478294503166,-0.05468247279274882,-0.07632494540413269,0.12914036006828256,0.12683762753634048,0.14141529867553093,0.13281848284305742,-0.07779466627797815,-0.123844094239468,-0.03392220122116313,-0.026946550187482272,-0.026946550187482245,-0.14366919235896217,-0.04588613113900841
stride_length,-0.010846150084575264,-0.16222282648299668,-0.14768674892520725,0.08439601011375833,0.06621610264833505,0.0559115353711661,-0.11753072534190084,-0.3875066568843786,0.15275373996262775,0.10922529920317817,-0.40697083264094125,0.16161168003538995,-0.27479581576346757,0.16818016741662803,-0.07949244916770365,0.16301296034910073,-0.015413205463691083,-0.022328337435289194,-0.09928213723151486,0.07151793769914651,0.08367826134669813,0.20452888003850855,0.007187045881430833,-0.009613163036879695,-0.00822212457236145,0.015446398604613849,1.0,0.12514573369264345,0.9924320847968948,0.19545309388875917,0.14533811815081932,0.1959422105257159,0.14413084945762694,0.045089693214704525,0.04508969321470457,-0.07189613052568343,-0.11755543375985769,-0.08065000175887338,0.16306034839743933,0.19380181412750205,0.1434093608910962,0.19523376493214176,0.14378655878184388,-0.020639509564047732,-0.019970329043817195,-0.019970329043817143,0.051013327567737674,-0.08621880560143491
cadence,0.04031411865408694,0.14206827228901867,0.11076252134019655,0.2956903252611137,0.3089356642080264,0.21376483717803826,-0.09886795108191197,-0.17135614174321084,0.09378267672619177,0.011963720492771158,-0.19985603666125049,0.0978244688978782,-0.2124780509896384,-0.13379041954060908,0.015203663909151698,0.0017543008725427781,0.0610755897356944,-0.0208907912678943,-0.10820445651395233,-0.23691897814148477,-0.05362612630283783,0.11588645132847289,-0.1026112220369213,0.10975741878820243,-0.10784089487979767,-0.060113367582252816,0.12514573369264345,1.0,0.14816608710399548,0.12019300511640299,0.023417811637136004,0.14842822909303147,-0.0629296006550457,-0.05456841459604292,-0.05456841459604282,-0.21017719204200727,-0.09333923666506912,0.021599445735813946,0.000931177894214256,0.12706051887796352,0.015625409184282183,0.15313121647650793,-0.07464158358546172,-0.01884266836539754,0.01894850674674058,0.018948506746740597,-0.001818954435259771,0.01637558511976327
gait_speed,0.02160254310767569,-0.16578833649124308,-0.11716715031133626,0.08948223912221451,0.07204497499332772,0.06038617632749593,-0.0899512039307216,-0.3768302566024728,0.14279224526657272,0.08623576069132388,-0.40234956275559447,0.16873543305846994,-0.2813161529036861,0.17021622565301872,-0.08702000329786105,0.16727046214050156,-0.02009497234540014,-0.029275256249866134,-0.11058425344298625,0.06333179379203215,0.08079661743115915,0.1845970557782465,0.006684162792043879,-0.006549072966101662,-0.015433690253200082,-0.0019765273177938525,0.9924320847968948,0.14816608710399548,1.0,0.16615633031959945,0.15419720175603957,0.2146375860844184,0.14126503926642342,0.04956860066433266,0.04956860066433279,-0.047261525801488284,-0.08938308837473447,-0.08736470742462052,0.16721121883084228,0.16507983615437138,0.15271663169791821,0.21437948342433788,0.14106281249734698,-0.02796565621915581,-0.02274496919585153,-0.02274496919585149,0.04928620329980648,-0.10113531188121921
stipsi_1si_2no,-0.048237981768823913,-0.2448734484620485,-0.15076927265526902,0.16051471232144018,0.05617553769835706,0.05417339208165172,-0.20564272557426766,-0.17106086025894882,0.2668746809977738,0.23966177309463804,-0.13705274696926018,-0.016288461062525666,-0.11633487125118513,-0.11144271641740093,0.2721427398153598,0.10595402158687289,-0.12082346022523734,-0.07383898304711731,-0.16290936261202282,0.060922976601591045,0.07206660215558622,0.22592640661537908,-0.015785506711312736,0.009286976355093315,-0.08512880730179782,0.14493865330831185,0.19545309388875917,0.12019300511640299,0.16615633031959945,1.0,0.36244836651229656,0.09020818893417194,0.04109935138741556,-0.04466040589016099,-0.04466040589016103,-0.09201346131973333,-0.20502413699089525,0.26955277097599367,0.10594614498341984,0.996911907399498,0.3565134571591257,0.09007440130927304,0.03821697242586405,-0.11147743041232486,-0.04836624314925295,-0.048366243149252974,-0.008699799343280147,-0.2297631427142187
iposmia_1si_2no,0.14681483713808274,-0.11153262437788941,-0.008426961434756415,-0.024188727297886865,-0.07610835702316314,-0.07652307157994694,0.16811680520190295,-0.16674271447716943,0.09246625860652323,0.1623007787871026,-0.1765362420708556,0.04935918402972801,-0.14057770580062962,-0.13020046169189906,0.12311497532496675,0.13124061528009948,-0.11300434402408077,0.040761118768536955,-0.18700756058898182,-0.03174077011330315,0.02018532261226142,-0.023473730821631355,0.016196186137146497,-0.019919292186669667,0.06931036060928425,0.1362444015211862,0.14533811815081932,0.023417811637136004,0.15419720175603957,0.36244836651229656,1.0,0.04406514232857603,0.031264094565852225,0.1850599430051751,0.18505994300517503,0.05983377938313037,0.1676110973725571,0.1205129557827207,0.13123085887568936,0.3613290923936058,0.9975038179180461,0.04399978938442962,0.031190051169654655,-0.0996716507408615,-0.16374933772202172,-0.16374933772202174,0.03297636766356967,-0.23529102677697128
disturbo_sonno_rem_1si_2no,0.08654082606984677,0.08139761849646851,0.11124417302527842,0.08220759556255783,0.03462346612646684,0.04374694392260504,0.04170083913206734,-0.215067828501728,0.13267268629963613,-0.0006287583521509847,0.03435809891650105,-0.3367388819364941,0.05058192283306822,-0.31354152307908734,0.21018377192380572,0.3044125768091895,-0.4550842368611398,-0.44236095757400795,-0.36554947304229174,-0.05477840126808922,0.11605765323473098,0.26085169551050835,-0.03543755099160689,0.03854250559713206,-0.11050733605565305,-0.07669128996618532,0.1959422105257159,0.14842822909303147,0.2146375860844184,0.09020818893417194,0.04406514232857603,1.0,0.06391686673843237,-0.026701762944739835,-0.026701762944739724,-0.009830960303281447,0.04157539991250771,0.20760429052352533,0.3043899468314146,0.08341019977961094,0.03364147889629777,0.9985169015531775,0.05805514862471126,-0.14408444191063252,-0.1335770811483866,-0.1335770811483865,-0.22594456738085883,-0.1776185137006099
depressione_1si_2no,0.15712814389073484,0.07059854598295634,0.0530834069493091,-0.05812678918609076,-0.016146159113814926,0.014673517680417112,-0.15611552297870207,-0.14317139227110673,0.1413950792996606,0.017446434522448897,-0.15791375272975672,0.059350295679335856,-0.07797326992052382,0.02048310759989446,0.014581226042780561,0.03314057659498123,-0.08315790112106326,-0.07875695962183217,-0.07435621126608152,-0.023076176822412312,-0.17429059537618308,0.22815472567210776,0.05506406863720992,-0.03745446931407916,-0.010201935328714475,-0.1221880433989176,0.14413084945762694,-0.0629296006550457,0.14126503926642342,0.04109935138741556,0.031264094565852225,0.06391686673843237,1.0,0.18944066512347457,0.1894406651234746,0.22082512597921514,-0.15564591589713797,0.01219834185292555,0.03313811293030732,0.03768690751405455,0.032745356377847895,0.06382207173264695,0.9976316794960534,0.19017660180790627,0.10063779573972274,0.10063779573972273,0.014383200508803907,0.2407580553567382
mesi_osservati,-0.17859683564950438,-0.10160152361412952,-0.10759700279349836,0.18534286233097164,0.23595138484455058,0.19940107662693948,-0.028896053550622573,-0.2025742538537043,0.025308504973189136,-0.04438466481251255,-0.31984227147392746,0.2381579422304971,-0.3454786889607485,0.04298536698490496,0.025790262876110352,0.14473885679892706,0.005089189458140767,0.03854982595322866,0.006751607334280846,0.08490921784206074,-0.18592753232326495,0.06961516995614865,0.05432788536195951,-0.05421692412621175,0.04193015864775492,0.030885478294503128,0.045089693214704525,-0.05456841459604292,0.04956860066433266,-0.04466040589016099,0.1850599430051751,-0.026701762944739835,0.18944066512347457,1.0,1.0000000000000002,0.1236629916491684,-0.04905744260440484,0.01114507956544523,0.1479135708877086,-0.06593232729060258,0.17053481178814614,-0.042572168023206916,0.17550950933737122,0.03932022533808485,-0.10200996512338609,-0.10200996512338609,0.24082596715401175,-0.009841808654875188
anni_osservati,-0.1785968356495043,-0.10160152361412948,-0.10759700279349833,0.18534286233097164,0.2359513848445505,0.19940107662693954,-0.028896053550622584,-0.20257425385370434,0.025308504973189132,-0.044384664812512575,-0.3198422714739274,0.23815794223049688,-0.3454786889607484,0.04298536698490491,0.025790262876110397,0.14473885679892703,0.005089189458140713,0.03854982595322857,0.006751607334280776,0.08490921784206064,-0.18592753232326503,0.06961516995614868,0.054327885361959524,-0.054216924126211735,0.04193015864775491,0.030885478294503166,0.04508969321470457,-0.05456841459604282,0.04956860066433279,-0.04466040589016103,0.18505994300517503,-0.026701762944739724,0.1894406651234746,1.0000000000000002,1.0,0.1236629916491684,-0.04905744260440485,0.011145079565445293,0.1479135708877085,-0.06593232729060261,0.17053481178814608,-0.042572168023206874,0.17550950933737114,0.03932022533808489,-0.10200996512338603,-0.1020099651233861,0.2408259671540118,-0.009841808654875165
cadute_con_frattura,-0.03187257280674563,-0.01157138569437061,0.0945436154968613,-0.06330324174411103,-0.08404994381112961,-0.0005307010869105407,0.06783817889780899,0.110652697889216,-0.08471738929264308,-0.07151008689384232,-0.015927174929299147,0.18562491341760007,-0.006488114289615822,0.18655329098075477,-0.0209293570058846,-0.2074773042278549,0.1642014192866231,0.03223738896623205,0.12168043502773021,0.33478791796961094,-0.026202337698752715,0.09772086341265201,0.14254427646156698,-0.13796542829400116,0.11527054282265871,-0.05468247279274882,-0.07189613052568343,-0.21017719204200727,-0.047261525801488284,-0.09201346131973333,0.05983377938313037,-0.009830960303281447,0.22082512597921514,0.1236629916491684,0.1236629916491684,1.0,0.06293195448165702,-0.024989445745473148,-0.20672213399231773,-0.10023125994084407,0.07061255723255842,-0.0145566842569745,0.22387041542531017,0.2028909471355647,0.0803840581968528,0.08038405819685272,0.27914526311954124,0.20190105119767535
sex_m1_f2_code,0.27260410756712916,0.09837559790970299,0.24155190761773535,-0.02529776252042425,0.017154080247388227,0.02521803799342014,0.9969919257700707,-0.08266701299850128,-0.6192568468784521,-0.4607139091985916,-0.0008862691874150856,-0.1055587700937376,0.04115761908510545,-0.09778108541881848,0.08851082301093921,0.01758556608942467,-0.18250579459286018,-0.15208158823601603,-0.17007631845829643,-0.08353934538616917,0.03846493145363964,0.09104987437877181,0.07312962313070673,-0.06494896188720045,0.12870200402883333,-0.07632494540413269,-0.11755543375985769,-0.09333923666506912,-0.08938308837473447,-0.20502413699089525,0.1676110973725571,0.04157539991250771,-0.15564591589713797,-0.04905744260440484,-0.04905744260440485,0.06293195448165702,1.0,0.0936297015712339,0.016639218928541723,-0.20239350587984287,0.1646251886172832,0.04756956669233001,-0.15352769314250772,0.07608132609328112,0.0801271741537388,0.08012717415373878,-0.06558405277166085,-0.09554932878355664
postural_alteration_1si2no_code,0.24176074288404426,0.06742181582309736,0.049977017946638246,-0.0871307887563512,-0.06945127369691019,-0.09365812756622198,0.09137202581261479,0.1607227464555921,-0.08052592045905664,-0.03925850213541065,0.34486408969601323,-0.35401794986479285,0.25697445896036675,-0.29253444564563136,0.9988998359443284,0.05919104148035456,-0.25955464620669355,-0.3129519642030594,-0.28367456815683,0.0359001667763032,0.08340935636634417,0.11774889643928665,0.03034486186150107,-0.033363583988126826,-0.023422728432810052,0.12914036006828256,-0.08065000175887338,0.021599445735813946,-0.08736470742462052,0.26955277097599367,0.1205129557827207,0.20760429052352533,0.01219834185292555,0.01114507956544523,0.011145079565445293,-0.024989445745473148,0.0936297015712339,1.0,0.058788222454867166,0.269131307272335,0.12174452208188144,0.20636353951552477,0.019831065177689906,-0.1818984501692977,-0.1577514095417955,-0.1577514095417955,-0.11993283683640317,-0.15964693122909562
falls_last_year_1si_2no_code,0.16311618154152652,-0.015625896624448563,0.0227508586592371,0.04444705766036529,0.007569512658208037,-0.08235467543165433,0.017637313128621563,-0.3144636599155286,-0.04293523615687968,0.040803758976168385,-0.13882410551371668,-0.20288091253475377,-0.17525494598729469,-0.44850941787017334,0.06550734359847576,0.9999256601747152,-0.38992159933782383,-0.3129969604793359,-0.4350559245915597,-0.01345393562587696,0.2074773384104158,0.23307456594979273,-0.26093860288712717,0.2595627578550484,-0.2785536260027654,0.12683762753634048,0.16306034839743933,0.000931177894214256,0.16721121883084228,0.10594614498341984,0.13123085887568936,0.3043899468314146,0.03313811293030732,0.1479135708877086,0.1479135708877085,-0.20672213399231773,0.016639218928541723,0.058788222454867166,1.0,0.09582231447289312,0.12270363309594846,0.30298580092799016,0.03156296787106112,-0.4148098543489498,-0.3927939643717404,-0.39279396437174063,-0.5045075896310042,-0.5685563578975728
stipsi_1si_2no_code,-0.043206031358361506,-0.2492875166726364,-0.14745748815228849,0.15067345928111556,0.0433103916735644,0.041162879695314784,-0.20642503008314306,-0.16973067573196537,0.2672295321825738,0.23009964093937535,-0.13734042818881506,-0.014009579435440699,-0.11626521673815239,-0.09743142780423897,0.26955852352064,0.09636603276873724,-0.11424874521766903,-0.06799420141916465,-0.1590923115072843,0.04758194865546392,0.066500394640772,0.2120142590189242,-0.006275966790264864,0.0004193359129147452,-0.07852385781041796,0.14141529867553093,0.19380181412750205,0.12706051887796352,0.16507983615437138,0.996911907399498,0.3613290923936058,0.08341019977961094,0.03768690751405455,-0.06593232729060258,-0.06593232729060261,-0.10023125994084407,-0.20239350587984287,0.269131307272335,0.09582231447289312,1.0,0.36014022004238705,0.08672474194005166,0.039239240497393885,-0.113035848098803,-0.04616854182324463,-0.046168541823244584,-0.01455668425697452,-0.23381704347175533
iposmia_1si_2no_code,0.1507373241813392,-0.11652068889909585,-0.008646775910721827,-0.037366575973352426,-0.0930174034681604,-0.08917328472386715,0.16249924883681285,-0.16312522436182594,0.0955961188940337,0.15116638667731122,-0.18000228411828686,0.06005292893436631,-0.14320472347073276,-0.1076153993887303,0.12270913290157905,0.12312413978492234,-0.10157353180049496,0.04405036970633524,-0.17925925847850901,-0.03741190369560216,0.013537290052096593,-0.03698439066800043,0.02201219596835101,-0.025247363158782933,0.07245599308255228,0.13281848284305742,0.1434093608910962,0.015625409184282183,0.15271663169791821,0.3565134571591257,0.9975038179180461,0.03364147889629777,0.032745356377847895,0.17053481178814614,0.17053481178814608,0.07061255723255842,0.1646251886172832,0.12174452208188144,0.12270363309594846,0.36014022004238705,1.0,0.036227544678796963,0.03680879422977945,-0.09434519297913875,-0.158563210248373,-0.15856321024837297,0.03316781876864989,-0.23490736538235757
disturbo_sonno_rem_1si_2no_code,0.0940417979540144,0.07791432536447636,0.11888175319254017,0.07606163401776507,0.028710243193085724,0.03568080348983161,0.04476407236085785,-0.2193872285517398,0.13172437703070813,-0.00570181474060348,0.03005134614343451,-0.3356055189591943,0.04760049729309901,-0.314228093814341,0.2070594021156316,0.3034709063969726,-0.45912439589115045,-0.4442196221521327,-0.37070447175570004,-0.06254407522028985,0.11767160742068838,0.2571120898569307,-0.033737208132913275,0.037330506574900425,-0.11047855748642633,-0.07779466627797815,0.19523376493214176,0.15313121647650793,0.21437948342433788,0.09007440130927304,0.04399978938442962,0.9985169015531775,0.06382207173264695,-0.042572168023206916,-0.042572168023206874,-0.0145566842569745,0.04756956669233001,0.20636353951552477,0.30298580092799016,0.08672474194005166,0.036227544678796963,1.0,0.06098060002233741,-0.14347513191859002,-0.13010446028116623,-0.13010446028116623,-0.23574047562253808,-0.17746275860473337
depressione_1si_2no_code,0.16211694895726741,0.06569631583213997,0.05379094835907778,-0.07474891391348573,-0.03453175571479209,-0.0021338632908647825,-0.15698724334495953,-0.14439468858960222,0.13948601828132998,0.010548172820431467,-0.15891622792625548,0.059289335155541356,-0.07804226271865457,0.034158012711827335,0.02032900350407355,0.032035316134877784,-0.07703517394743212,-0.0741635629070839,-0.07127741189444381,-0.025979618309659423,-0.17102725546586012,0.21793590085406886,0.05545681277181933,-0.03738420713458696,-0.012163311541630601,-0.123844094239468,0.14378655878184388,-0.07464158358546172,0.14106281249734698,0.03821697242586405,0.031190051169654655,0.05805514862471126,0.9976316794960534,0.17550950933737122,0.17550950933737114,0.22387041542531017,-0.15352769314250772,0.019831065177689906,0.03156296787106112,0.039239240497393885,0.03680879422977945,0.06098060002233741,1.0,0.18849547653494234,0.10189953336062932,0.10189953336062943,0.009195573378109235,0.23601558568330683
total_falls,-0.10454003631360446,0.05091690845821175,-0.0506263903789176,0.17897132019520665,0.24147821605049458,0.2626521154045727,0.08274873776751554,-0.038161601749369056,-0.03858332978096848,-0.22803036509361427,-0.17707268442598992,0.24193146391382755,-0.14022537526102433,0.4399346650938359,-0.18333702175294486,-0.41585052969120745,0.21351691956571672,0.09597610729937384,0.055364994810172555,0.02082548393520682,-0.17130207179063478,0.003114971250526856,-0.11452647010322844,0.11374221258177904,-0.12389036770539154,-0.03392220122116313,-0.020639509564047732,-0.01884266836539754,-0.02796565621915581,-0.11147743041232486,-0.0996716507408615,-0.14408444191063252,0.19017660180790627,0.03932022533808485,0.03932022533808489,0.2028909471355647,0.07608132609328112,-0.1818984501692977,-0.4148098543489498,-0.113035848098803,-0.09434519297913875,-0.14347513191859002,0.18849547653494234,1.0,0.9469407849395926,0.9469407849395924,0.3810360155363249,0.6847698803818287
falls_month_rate,-0.07866088436812589,0.023787703561797314,-0.04272398390674432,0.19251303038448891,0.24655745618482422,0.2460321700948176,0.08604605791936834,-0.04001141026036225,-0.036712738150560635,-0.19149717485076873,-0.13952550193968521,0.177351903725134,-0.12308310330177807,0.4257914780476258,-0.16329100519812684,-0.3937136748971451,0.17501102502611401,0.05114218511025702,0.02905406107277818,0.03738336789688176,-0.0774947943792918,-0.008396285642712624,-0.11200596657401796,0.11087781503617308,-0.12253857895628058,-0.026946550187482272,-0.019970329043817195,0.01894850674674058,-0.02274496919585153,-0.04836624314925295,-0.16374933772202172,-0.1335770811483866,0.10063779573972274,-0.10200996512338609,-0.10200996512338603,0.0803840581968528,0.0801271741537388,-0.1577514095417955,-0.3927939643717404,-0.04616854182324463,-0.158563210248373,-0.13010446028116623,0.10189953336062932,0.9469407849395926,1.0,0.9999999999999999,0.3360106124459521,0.6289932934972305
falls_year_rate,-0.07866088436812586,0.023787703561797338,-0.04272398390674434,0.19251303038448894,0.24655745618482428,0.2460321700948176,0.08604605791936831,-0.04001141026036225,-0.03671273815056062,-0.1914971748507687,-0.13952550193968521,0.17735190372513399,-0.1230831033017781,0.4257914780476257,-0.1632910051981269,-0.3937136748971451,0.175011025026114,0.05114218511025704,0.029054061072778165,0.03738336789688171,-0.07749479437929187,-0.008396285642712612,-0.11200596657401797,0.11087781503617308,-0.12253857895628052,-0.026946550187482245,-0.019970329043817143,0.018948506746740597,-0.02274496919585149,-0.048366243149252974,-0.16374933772202174,-0.1335770811483865,0.10063779573972273,-0.10200996512338609,-0.1020099651233861,0.08038405819685272,0.08012717415373878,-0.1577514095417955,-0.39279396437174063,-0.046168541823244584,-0.15856321024837297,-0.13010446028116623,0.10189953336062943,0.9469407849395924,0.9999999999999999,1.0,0.3360106124459521,0.6289932934972302
fallers_1_nonfaller_0,-0.25425933243775156,0.016770121898397133,-0.11117614870008193,0.07815530092011655,0.16802812151662805,0.17354918723419305,-0.048886248882726906,0.09454719266114939,0.02585894432788754,0.07487389284624224,-0.10414939309544102,0.30624025756062767,-0.12043990363987545,0.40899784184749405,-0.11723610609116554,-0.5071953355036988,0.3702142370071913,0.31974073875151426,0.38955948935707063,0.04913982812442963,-0.27396999987328463,-0.15643704005388584,0.09833132623291502,-0.0980489657887577,0.16018596069306582,-0.14366919235896217,0.051013327567737674,-0.001818954435259771,0.04928620329980648,-0.008699799343280147,0.03297636766356967,-0.22594456738085883,0.014383200508803907,0.24082596715401175,0.2408259671540118,0.27914526311954124,-0.06558405277166085,-0.11993283683640317,-0.5045075896310042,-0.01455668425697452,0.03316781876864989,-0.23574047562253808,0.009195573378109235,0.3810360155363249,0.3360106124459521,0.3360106124459521,1.0,0.4565137486915648
recurrent_fallers1_nonfallers_occasional0,-0.1379157179527976,0.16846142691681393,-0.016397573401622737,0.0801743051390726,0.2422161531302916,0.22020841903536933,-0.08812450485861716,-0.027459978418163906,0.1280108224574428,-0.018524013436581478,-0.16618468152651233,0.24120180372898714,-0.09195898809455819,0.3476927843951937,-0.16632194533973937,-0.5698084975402437,0.32132364110977313,0.18640198670136063,0.29380954072812265,0.003215482895488381,-0.13035224764730147,-0.010458970723245767,-0.15326534518962712,0.15055513899556863,-0.14549715001402633,-0.04588613113900841,-0.08621880560143491,0.01637558511976327,-0.10113531188121921,-0.2297631427142187,-0.23529102677697128,-0.1776185137006099,0.2407580553567382,-0.009841808654875188,-0.009841808654875165,0.20190105119767535,-0.09554932878355664,-0.15964693122909562,-0.5685563578975728,-0.23381704347175533,-0.23490736538235757,-0.17746275860473337,0.23601558568330683,0.6847698803818287,0.6289932934972305,0.6289932934972302,0.4565137486915648,1.0
